Image_name,Plane,Train
00350-2386488897,Fetal brain,1
00351-2386488898,Fetal brain,1
00352-2386488899,Fetal brain,1
00353-2386488900,Fetal brain,1
00354-2386488901,Fetal brain,1
00355-2386488902,Fetal brain,1
00356-2386488903,Fetal brain,1
00357-2386488904,Fetal brain,1
00358-2386488905,Fetal brain,1
00359-2386488906,Fetal brain,1
00360-2386488907,Fetal brain,1
00361-2386488908,Fetal brain,1
00362-2386488909,Fetal brain,1
00363-2386488910,Fetal brain,1
00364-2386488911,Fetal brain,1
00365-2386488912,Fetal brain,1
00366-2386488913,Fetal brain,1
00367-2386488914,Fetal brain,1
00368-2386488915,Fetal brain,1
00369-2386488916,Fetal brain,1
00370-2386488917,Fetal brain,1
00371-2386488918,Fetal brain,1
00372-2386488919,Fetal brain,1
00373-2386488920,Fetal brain,1
00374-2386488921,Fetal brain,1
00375-2386488922,Fetal brain,1
00376-2386488923,Fetal brain,1
00377-2386488924,Fetal brain,1
00378-2386488925,Fetal brain,1
00379-2386488926,Fetal brain,1
00380-2386488927,Fetal brain,1
00381-2386488928,Fetal brain,1
00382-2386488929,Fetal brain,1
00383-2386488930,Fetal brain,1
00384-2386488931,Fetal brain,1
00385-2386488932,Fetal brain,1
00386-2386488933,Fetal brain,1
00387-2386488934,Fetal brain,1
00388-2386488935,Fetal brain,1
00389-2386488936,Fetal brain,1
00390-2386488937,Fetal brain,1
00391-2386488938,Fetal brain,1
00392-2386488939,Fetal brain,1
00393-2386488940,Fetal brain,1
00394-2386488941,Fetal brain,1
00395-2386488942,Fetal brain,1
00396-2386488943,Fetal brain,1
00397-2386488944,Fetal brain,1
00398-2386488945,Fetal brain,1
00399-2386488946,Fetal brain,1
00400-3984109713,Fetal brain,1
00401-3984109714,Fetal brain,1
00402-3984109715,Fetal brain,1
00403-3984109716,Fetal brain,1
00404-3984109717,Fetal brain,1
00405-3984109718,Fetal brain,1
00406-3984109719,Fetal brain,1
00407-3984109720,Fetal brain,1
00408-3984109721,Fetal brain,1
00409-3984109722,Fetal brain,1
00410-3984109723,Fetal brain,1
00411-3984109724,Fetal brain,1
00412-3984109725,Fetal brain,1
00413-3984109726,Fetal brain,1
00414-3984109727,Fetal brain,1
00415-3984109728,Fetal brain,1
00416-3984109729,Fetal brain,1
00417-3984109730,Fetal brain,1
00418-3984109731,Fetal brain,1
00419-3984109732,Fetal brain,1
00420-3984109733,Fetal brain,1
00421-3984109734,Fetal brain,1
00422-3984109735,Fetal brain,1
00423-3984109736,Fetal brain,1
00424-3984109737,Fetal brain,1
00425-3984109738,Fetal brain,1
00426-3984109739,Fetal brain,1
00427-3984109740,Fetal brain,1
00428-3984109741,Fetal brain,1
00429-3984109742,Fetal brain,1
00430-3984109743,Fetal brain,1
00431-3984109744,Fetal brain,1
00432-3984109745,Fetal brain,1
00433-3984109746,Fetal brain,1
00434-3984109747,Fetal brain,1
00435-3984109748,Fetal brain,1
00436-3984109749,Fetal brain,1
00437-3984109750,Fetal brain,1
00438-3984109751,Fetal brain,1
00439-3984109752,Fetal brain,1
00440-3984109753,Fetal brain,1
00441-3984109754,Fetal brain,1
00442-3984109755,Fetal brain,1
00443-3984109756,Fetal brain,1
00444-3984109757,Fetal brain,1
00445-3984109758,Fetal brain,1
00446-3984109759,Fetal brain,1
00447-3984109760,Fetal brain,1
00448-3984109761,Fetal brain,1
00449-3984109762,Fetal brain,1
00450-3984109763,Fetal brain,1
00451-3984109764,Fetal brain,1
00452-3984109765,Fetal brain,1
00453-3984109766,Fetal brain,1
00454-3984109767,Fetal brain,1
00455-3984109768,Fetal brain,1
00456-3984109769,Fetal brain,1
00457-3984109770,Fetal brain,1
00458-3984109771,Fetal brain,1
00459-3984109772,Fetal brain,1
00460-3984109773,Fetal brain,1
00461-3984109774,Fetal brain,1
00462-3984109775,Fetal brain,1
00463-3984109776,Fetal brain,1
00464-3984109777,Fetal brain,1
00465-3984109778,Fetal brain,1
00466-3984109779,Fetal brain,1
00467-3984109780,Fetal brain,1
00468-3984109781,Fetal brain,1
00469-3984109782,Fetal brain,1
00470-3984109783,Fetal brain,1
00471-3984109784,Fetal brain,1
00472-3984109785,Fetal brain,1
00473-3984109786,Fetal brain,1
00474-3984109787,Fetal brain,1
00475-3984109788,Fetal brain,1
00476-3984109789,Fetal brain,1
00477-3984109790,Fetal brain,1
00478-3984109791,Fetal brain,1
00479-3984109792,Fetal brain,1
00480-3984109793,Fetal brain,1
00481-3984109794,Fetal brain,1
00482-3984109795,Fetal brain,1
00483-3984109796,Fetal brain,1
00484-3984109797,Fetal brain,1
00485-3984109798,Fetal brain,1
00486-3984109799,Fetal brain,1
00487-3984109800,Fetal brain,1
00488-3984109801,Fetal brain,1
00489-3984109802,Fetal brain,1
00490-3984109803,Fetal brain,1
00491-3984109804,Fetal brain,1
00492-3984109805,Fetal brain,1
00493-3984109806,Fetal brain,1
00494-3984109807,Fetal brain,1
00495-3984109808,Fetal brain,1
00496-3984109809,Fetal brain,1
00497-3984109810,Fetal brain,1
00498-3984109811,Fetal brain,1
00499-3984109812,Fetal brain,1
00500-3984109813,Fetal brain,1
00501-3984109814,Fetal brain,1
00502-3984109815,Fetal brain,1
00503-3984109816,Fetal brain,1
00504-3984109817,Fetal brain,1
00505-3984109818,Fetal brain,1
00506-3984109819,Fetal brain,1
00507-3984109820,Fetal brain,1
00508-3984109821,Fetal brain,1
00509-3984109822,Fetal brain,1
00510-3984109823,Fetal brain,1
00511-3984109824,Fetal brain,1
00512-3984109825,Fetal brain,1
00513-3984109826,Fetal brain,1
00514-3984109827,Fetal brain,1
00515-3984109828,Fetal brain,1
00516-3984109829,Fetal brain,1
00517-3984109830,Fetal brain,1
00518-3984109831,Fetal brain,1
00519-3984109832,Fetal brain,1
00520-3984109833,Fetal brain,1
00521-3984109834,Fetal brain,1
00522-3984109835,Fetal brain,1
00523-3984109836,Fetal brain,1
00524-3984109837,Fetal brain,1
00525-3984109838,Fetal brain,1
00526-3984109839,Fetal brain,1
00527-3984109840,Fetal brain,1
00528-3984109841,Fetal brain,1
00529-3984109842,Fetal brain,1
00530-3984109843,Fetal brain,1
00531-3984109844,Fetal brain,1
00532-3984109845,Fetal brain,1
00533-3984109846,Fetal brain,1
00534-3984109847,Fetal brain,1
00535-3984109848,Fetal brain,1
00536-3984109849,Fetal brain,1
00537-3984109850,Fetal brain,1
00538-3984109851,Fetal brain,1
00539-3984109852,Fetal brain,1
00540-3984109853,Fetal brain,1
00541-3984109854,Fetal brain,1
00542-3984109855,Fetal brain,1
00543-3984109856,Fetal brain,1
00544-3984109857,Fetal brain,1
00545-3984109858,Fetal brain,1
00546-3984109859,Fetal brain,1
00547-3984109860,Fetal brain,1
00548-3984109861,Fetal brain,1
00549-3984109862,Fetal brain,1
00550-3984109863,Fetal brain,1
00551-3984109864,Fetal brain,1
00552-3984109865,Fetal brain,1
00553-3984109866,Fetal brain,1
00554-3984109867,Fetal brain,1
00555-3984109868,Fetal brain,1
00556-3984109869,Fetal brain,1
00557-3984109870,Fetal brain,1
00558-3984109871,Fetal brain,1
00559-3984109872,Fetal brain,1
00560-3984109873,Fetal brain,1
00561-3984109874,Fetal brain,1
00562-3984109875,Fetal brain,1
00563-3984109876,Fetal brain,1
00564-3984109877,Fetal brain,1
00565-3984109878,Fetal brain,1
00566-3984109879,Fetal brain,1
00567-3984109880,Fetal brain,1
00568-3984109881,Fetal brain,1
00569-3984109882,Fetal brain,1
00570-3984109883,Fetal brain,1
00571-3984109884,Fetal brain,1
00572-3984109885,Fetal brain,1
00573-3984109886,Fetal brain,1
00574-3984109887,Fetal brain,1
00575-3984109888,Fetal brain,1
00576-3984109889,Fetal brain,1
00577-3984109890,Fetal brain,1
00578-3984109891,Fetal brain,1
00579-3984109892,Fetal brain,1
00580-3984109893,Fetal brain,1
00581-3984109894,Fetal brain,1
00582-3984109895,Fetal brain,1
00583-3984109896,Fetal brain,1
00584-3984109897,Fetal brain,1
00585-3984109898,Fetal brain,1
00586-3984109899,Fetal brain,1
00587-3984109900,Fetal brain,1
00588-3984109901,Fetal brain,1
00589-3984109902,Fetal brain,1
00590-3984109903,Fetal brain,1
00591-3984109904,Fetal brain,1
00592-3984109905,Fetal brain,1
00593-3984109906,Fetal brain,1
00594-3984109907,Fetal brain,1
00595-3984109908,Fetal brain,1
00596-3984109909,Fetal brain,1
00597-3984109910,Fetal brain,1
00598-3984109911,Fetal brain,1
00599-3984109912,Fetal brain,1
00600-3984109913,Fetal brain,1
00601-3984109914,Fetal brain,1
00602-3984109915,Fetal brain,1
00603-3984109916,Fetal brain,1
00604-3984109917,Fetal brain,1
00605-3984109918,Fetal brain,1
00606-3984109919,Fetal brain,1
00607-3984109920,Fetal brain,1
00608-3984109921,Fetal brain,1
00609-3984109922,Fetal brain,1
00610-3984109923,Fetal brain,1
00611-3984109924,Fetal brain,1
00612-3984109925,Fetal brain,1
00613-3984109926,Fetal brain,1
00614-3984109927,Fetal brain,1
00615-3984109928,Fetal brain,1
00616-3984109929,Fetal brain,1
00617-3984109930,Fetal brain,1
00618-3984109931,Fetal brain,1
00619-3984109932,Fetal brain,1
00620-3984109933,Fetal brain,1
00621-3984109934,Fetal brain,1
00622-3984109935,Fetal brain,1
00623-3984109936,Fetal brain,1
00624-3984109937,Fetal brain,1
00625-3984109938,Fetal brain,1
00626-3984109939,Fetal brain,1
00627-3984109940,Fetal brain,1
00628-3984109941,Fetal brain,1
00629-3984109942,Fetal brain,1
00630-3984109943,Fetal brain,1
00631-3984109944,Fetal brain,1
00632-3984109945,Fetal brain,1
00633-3984109946,Fetal brain,1
00634-3984109947,Fetal brain,1
00635-3984109948,Fetal brain,1
00636-3984109949,Fetal brain,1
00637-3984109950,Fetal brain,1
00638-3984109951,Fetal brain,1
00639-3984109952,Fetal brain,1
00640-3984109953,Fetal brain,1
00641-3984109954,Fetal brain,1
00642-3984109955,Fetal brain,1
00643-3984109956,Fetal brain,1
00644-3984109957,Fetal brain,1
00645-3984109958,Fetal brain,1
00646-3984109959,Fetal brain,1
00647-3984109960,Fetal brain,1
00648-3984109961,Fetal brain,1
00649-3984109962,Fetal brain,1
00650-3984109963,Fetal brain,1
00651-3984109964,Fetal brain,1
00652-3984109965,Fetal brain,1
00653-3984109966,Fetal brain,1
00654-3984109967,Fetal brain,1
00655-3984109968,Fetal brain,1
00656-3984109969,Fetal brain,1
00657-3984109970,Fetal brain,1
00658-3984109971,Fetal brain,1
00659-3984109972,Fetal brain,1
00660-3984109973,Fetal brain,1
00661-3984109974,Fetal brain,1
00662-3984109975,Fetal brain,1
00663-3984109976,Fetal brain,1
00664-3984109977,Fetal brain,1
00665-3984109978,Fetal brain,1
00666-3984109979,Fetal brain,1
00667-3984109980,Fetal brain,1
00668-3984109981,Fetal brain,1
00669-3984109982,Fetal brain,1
00670-3984109983,Fetal brain,1
00671-3984109984,Fetal brain,1
00672-3984109985,Fetal brain,1
00673-3984109986,Fetal brain,1
00674-3984109987,Fetal brain,1
00675-3984109988,Fetal brain,1
00676-3984109989,Fetal brain,1
00677-3984109990,Fetal brain,1
00678-3984109991,Fetal brain,1
00679-3984109992,Fetal brain,1
00680-3984109993,Fetal brain,1
00681-3984109994,Fetal brain,1
00682-3984109995,Fetal brain,1
00683-3984109996,Fetal brain,1
00684-3984109997,Fetal brain,1
00685-3984109998,Fetal brain,1
00686-3984109999,Fetal brain,1
00687-3984110000,Fetal brain,1
00688-3984110001,Fetal brain,1
00689-3984110002,Fetal brain,1
00690-3984110003,Fetal brain,1
00691-3984110004,Fetal brain,1
00692-3984110005,Fetal brain,1
00693-3984110006,Fetal brain,1
00694-3984110007,Fetal brain,1
00695-3984110008,Fetal brain,1
00696-3984110009,Fetal brain,1
00697-3984110010,Fetal brain,1
00698-3984110011,Fetal brain,1
00699-3984110012,Fetal brain,1
00700-3984110013,Fetal brain,1
00701-3984110014,Fetal brain,1
00702-3984110015,Fetal brain,1
00703-3984110016,Fetal brain,1
00704-3984110017,Fetal brain,1
00705-3984110018,Fetal brain,1
00706-3984110019,Fetal brain,1
00707-3984110020,Fetal brain,1
00708-3984110021,Fetal brain,1
00709-3984110022,Fetal brain,1
00710-3984110023,Fetal brain,1
00711-3984110024,Fetal brain,1
00712-3984110025,Fetal brain,1
00713-3984110026,Fetal brain,1
00714-3984110027,Fetal brain,1
00715-3984110028,Fetal brain,1
00716-3984110029,Fetal brain,1
00717-3984110030,Fetal brain,1
00718-3984110031,Fetal brain,1
00719-3984110032,Fetal brain,1
00720-3984110033,Fetal brain,1
00721-3984110034,Fetal brain,1
00722-3984110035,Fetal brain,1
00723-3984110036,Fetal brain,1
00724-3984110037,Fetal brain,1
00725-3984110038,Fetal brain,1
00726-3984110039,Fetal brain,1
00727-3984110040,Fetal brain,1
00728-3984110041,Fetal brain,1
00729-3984110042,Fetal brain,1
00730-3984110043,Fetal brain,1
00731-3984110044,Fetal brain,1
00732-3984110045,Fetal brain,1
00733-3984110046,Fetal brain,1
00734-3984110047,Fetal brain,1
00735-3984110048,Fetal brain,1
00736-3984110049,Fetal brain,1
00737-3984110050,Fetal brain,1
00738-3984110051,Fetal brain,1
00739-3984110052,Fetal brain,1
00740-3984110053,Fetal brain,1
00741-3984110054,Fetal brain,1
00742-3984110055,Fetal brain,1
00743-3984110056,Fetal brain,1
00744-3984110057,Fetal brain,1
00745-3984110058,Fetal brain,1
00746-3984110059,Fetal brain,1
00747-3984110060,Fetal brain,1
00748-3984110061,Fetal brain,1
00749-3984110062,Fetal brain,1
00750-3984110063,Fetal brain,1
00751-3984110064,Fetal brain,1
00752-3984110065,Fetal brain,1
00753-3984110066,Fetal brain,1
00754-3984110067,Fetal brain,1
00755-3984110068,Fetal brain,1
00756-3984110069,Fetal brain,1
00757-3984110070,Fetal brain,1
00758-3984110071,Fetal brain,1
00759-3984110072,Fetal brain,1
00760-3984110073,Fetal brain,1
00761-3984110074,Fetal brain,1
00762-3984110075,Fetal brain,1
00763-3984110076,Fetal brain,1
00764-3984110077,Fetal brain,1
00765-3984110078,Fetal brain,1
00766-3984110079,Fetal brain,1
00767-3984110080,Fetal brain,1
00768-3984110081,Fetal brain,1
00769-3984110082,Fetal brain,1
00770-3984110083,Fetal brain,1
00771-3984110084,Fetal brain,1
00772-3984110085,Fetal brain,1
00773-3984110086,Fetal brain,1
00774-3984110087,Fetal brain,1
00775-3984110088,Fetal brain,1
00776-3984110089,Fetal brain,1
00777-3984110090,Fetal brain,1
00778-3984110091,Fetal brain,1
00779-3984110092,Fetal brain,1
00780-3984110093,Fetal brain,1
00781-3984110094,Fetal brain,1
00782-3984110095,Fetal brain,1
00783-3984110096,Fetal brain,1
00784-3984110097,Fetal brain,1
00785-3984110098,Fetal brain,1
00786-3984110099,Fetal brain,1
00787-3984110100,Fetal brain,1
00788-3984110101,Fetal brain,1
00789-3984110102,Fetal brain,1
00790-3984110103,Fetal brain,1
00791-3984110104,Fetal brain,1
00792-3984110105,Fetal brain,1
00793-3984110106,Fetal brain,1
00794-3984110107,Fetal brain,1
00795-3984110108,Fetal brain,1
00796-3984110109,Fetal brain,1
00797-3984110110,Fetal brain,1
00798-3984110111,Fetal brain,1
00799-3984110112,Fetal brain,1
00000-1986681363,Fetal femur,1
00001-1986681364,Fetal femur,1
00002-1986681365,Fetal femur,1
00003-1986681366,Fetal femur,1
00004-1986681367,Fetal femur,1
00005-1986681368,Fetal femur,1
00006-1986681369,Fetal femur,1
00007-1986681370,Fetal femur,1
00008-1986681371,Fetal femur,1
00009-1986681372,Fetal femur,1
00010-1986681373,Fetal femur,1
00011-1986681374,Fetal femur,1
00012-1986681375,Fetal femur,1
00013-1986681376,Fetal femur,1
00014-1986681377,Fetal femur,1
00015-1986681378,Fetal femur,1
00016-1986681379,Fetal femur,1
00017-1986681380,Fetal femur,1
00018-1986681381,Fetal femur,1
00019-1986681382,Fetal femur,1
00020-1986681383,Fetal femur,1
00021-1986681384,Fetal femur,1
00022-1986681385,Fetal femur,1
00023-1986681386,Fetal femur,1
00024-1986681387,Fetal femur,1
00025-1986681388,Fetal femur,1
00026-1986681389,Fetal femur,1
00027-1986681390,Fetal femur,1
00028-1986681391,Fetal femur,1
00029-1986681392,Fetal femur,1
00030-1986681393,Fetal femur,1
00031-1986681394,Fetal femur,1
00032-1986681395,Fetal femur,1
00033-1986681396,Fetal femur,1
00034-1986681397,Fetal femur,1
00035-1986681398,Fetal femur,1
00036-1986681399,Fetal femur,1
00037-1986681400,Fetal femur,1
00038-1986681401,Fetal femur,1
00039-1986681402,Fetal femur,1
00040-1986681403,Fetal femur,1
00041-1986681404,Fetal femur,1
00042-1986681405,Fetal femur,1
00043-1986681406,Fetal femur,1
00044-1986681407,Fetal femur,1
00045-1986681408,Fetal femur,1
00046-1986681409,Fetal femur,1
00047-1986681410,Fetal femur,1
00048-1986681411,Fetal femur,1
00049-1986681412,Fetal femur,1
00050-1986681413,Fetal femur,1
00051-1986681414,Fetal femur,1
00052-1986681415,Fetal femur,1
00053-1986681416,Fetal femur,1
00054-1986681417,Fetal femur,1
00055-1986681418,Fetal femur,1
00056-1986681419,Fetal femur,1
00057-1986681420,Fetal femur,1
00058-1986681421,Fetal femur,1
00059-1986681422,Fetal femur,1
00060-1986681423,Fetal femur,1
00061-1986681424,Fetal femur,1
00062-1986681425,Fetal femur,1
00063-1986681426,Fetal femur,1
00064-1986681427,Fetal femur,1
00065-1986681428,Fetal femur,1
00066-1986681429,Fetal femur,1
00067-1986681430,Fetal femur,1
00068-1986681431,Fetal femur,1
00069-1986681432,Fetal femur,1
00070-1986681433,Fetal femur,1
00071-1986681434,Fetal femur,1
00072-1986681435,Fetal femur,1
00073-1986681436,Fetal femur,1
00074-1986681437,Fetal femur,1
00075-1986681438,Fetal femur,1
00076-1986681439,Fetal femur,1
00077-1986681440,Fetal femur,1
00078-1986681441,Fetal femur,1
00079-1986681442,Fetal femur,1
00080-1986681443,Fetal femur,1
00081-1986681444,Fetal femur,1
00082-1986681445,Fetal femur,1
00083-1986681446,Fetal femur,1
00084-1986681447,Fetal femur,1
00085-1986681448,Fetal femur,1
00086-1986681449,Fetal femur,1
00087-1986681450,Fetal femur,1
00088-1986681451,Fetal femur,1
00089-1986681452,Fetal femur,1
00090-1986681453,Fetal femur,1
00091-1986681454,Fetal femur,1
00092-1986681455,Fetal femur,1
00093-1986681456,Fetal femur,1
00094-1986681457,Fetal femur,1
00095-1986681458,Fetal femur,1
00096-1986681459,Fetal femur,1
00097-1986681460,Fetal femur,1
00098-1986681461,Fetal femur,1
00099-1986681462,Fetal femur,1
00100-4060911983,Fetal femur,1
00101-4060911984,Fetal femur,1
00102-4060911985,Fetal femur,1
00103-4060911986,Fetal femur,1
00104-4060911987,Fetal femur,1
00105-4060911988,Fetal femur,1
00106-4060911989,Fetal femur,1
00107-4060911990,Fetal femur,1
00108-4060911991,Fetal femur,1
00109-4060911992,Fetal femur,1
00110-4060911993,Fetal femur,1
00111-4060911994,Fetal femur,1
00112-4060911995,Fetal femur,1
00113-4060911996,Fetal femur,1
00114-4060911997,Fetal femur,1
00115-4060911998,Fetal femur,1
00116-4060911999,Fetal femur,1
00117-4060912000,Fetal femur,1
00118-4060912001,Fetal femur,1
00119-4060912002,Fetal femur,1
00120-4060912003,Fetal femur,1
00121-4060912004,Fetal femur,1
00122-4060912005,Fetal femur,1
00123-4060912006,Fetal femur,1
00124-4060912007,Fetal femur,1
00125-4060912008,Fetal femur,1
00126-4060912009,Fetal femur,1
00127-4060912010,Fetal femur,1
00128-4060912011,Fetal femur,1
00129-4060912012,Fetal femur,1
00130-4060912013,Fetal femur,1
00131-4060912014,Fetal femur,1
00132-4060912015,Fetal femur,1
00133-4060912016,Fetal femur,1
00134-4060912017,Fetal femur,1
00135-4060912018,Fetal femur,1
00136-4060912019,Fetal femur,1
00137-4060912020,Fetal femur,1
00138-4060912021,Fetal femur,1
00139-4060912022,Fetal femur,1
00140-4060912023,Fetal femur,1
00141-4060912024,Fetal femur,1
00142-4060912025,Fetal femur,1
00143-4060912026,Fetal femur,1
00144-4060912027,Fetal femur,1
00145-4060912028,Fetal femur,1
00146-4060912029,Fetal femur,1
00147-4060912030,Fetal femur,1
00148-4060912031,Fetal femur,1
00149-4060912032,Fetal femur,1
00150-4060912033,Fetal femur,1
00151-4060912034,Fetal femur,1
00152-4060912035,Fetal femur,1
00153-4060912036,Fetal femur,1
00154-4060912037,Fetal femur,1
00155-4060912038,Fetal femur,1
00156-4060912039,Fetal femur,1
00157-4060912040,Fetal femur,1
00158-4060912041,Fetal femur,1
00159-4060912042,Fetal femur,1
00160-4060912043,Fetal femur,1
00161-4060912044,Fetal femur,1
00162-4060912045,Fetal femur,1
00163-4060912046,Fetal femur,1
00164-4060912047,Fetal femur,1
00165-4060912048,Fetal femur,1
00166-4060912049,Fetal femur,1
00167-4060912050,Fetal femur,1
00168-4060912051,Fetal femur,1
00169-4060912052,Fetal femur,1
00170-4060912053,Fetal femur,1
00171-4060912054,Fetal femur,1
00172-4060912055,Fetal femur,1
00173-4060912056,Fetal femur,1
00174-4060912057,Fetal femur,1
00175-4060912058,Fetal femur,1
00176-4060912059,Fetal femur,1
00177-4060912060,Fetal femur,1
00178-4060912061,Fetal femur,1
00179-4060912062,Fetal femur,1
00180-4060912063,Fetal femur,1
00181-4060912064,Fetal femur,1
00182-4060912065,Fetal femur,1
00183-4060912066,Fetal femur,1
00184-4060912067,Fetal femur,1
00185-4060912068,Fetal femur,1
00186-4060912069,Fetal femur,1
00187-4060912070,Fetal femur,1
00188-4060912071,Fetal femur,1
00189-4060912072,Fetal femur,1
00190-4060912073,Fetal femur,1
00191-4060912074,Fetal femur,1
00192-4060912075,Fetal femur,1
00193-4060912076,Fetal femur,1
00194-4060912077,Fetal femur,1
00195-4060912078,Fetal femur,1
00196-4060912079,Fetal femur,1
00197-4060912080,Fetal femur,1
00198-4060912081,Fetal femur,1
00199-4060912082,Fetal femur,1
00000-2741735460,Fetal femur,1
00001-2741735461,Fetal femur,1
00002-2741735462,Fetal femur,1
00003-2741735463,Fetal femur,1
00004-2741735464,Fetal femur,1
00005-2741735465,Fetal femur,1
00006-2741735466,Fetal femur,1
00007-2741735467,Fetal femur,1
00008-2741735468,Fetal femur,1
00009-2741735469,Fetal femur,1
00010-2741735470,Fetal femur,1
00011-2741735471,Fetal femur,1
00012-2741735472,Fetal femur,1
00013-2741735473,Fetal femur,1
00014-2741735474,Fetal femur,1
00015-2741735475,Fetal femur,1
00016-2741735476,Fetal femur,1
00017-2741735477,Fetal femur,1
00018-2741735478,Fetal femur,1
00019-2741735479,Fetal femur,1
00020-2741735480,Fetal femur,1
00021-2741735481,Fetal femur,1
00022-2741735482,Fetal femur,1
00023-2741735483,Fetal femur,1
00024-2741735484,Fetal femur,1
00025-2741735485,Fetal femur,1
00026-2741735486,Fetal femur,1
00027-2741735487,Fetal femur,1
00028-2741735488,Fetal femur,1
00029-2741735489,Fetal femur,1
00030-2741735490,Fetal femur,1
00031-2741735491,Fetal femur,1
00032-2741735492,Fetal femur,1
00033-2741735493,Fetal femur,1
00034-2741735494,Fetal femur,1
00035-2741735495,Fetal femur,1
00036-2741735496,Fetal femur,1
00037-2741735497,Fetal femur,1
00038-2741735498,Fetal femur,1
00039-2741735499,Fetal femur,1
00040-2741735500,Fetal femur,1
00041-2741735501,Fetal femur,1
00042-2741735502,Fetal femur,1
00043-2741735503,Fetal femur,1
00044-2741735504,Fetal femur,1
00045-2741735505,Fetal femur,1
00046-2741735506,Fetal femur,1
00047-2741735507,Fetal femur,1
00048-2741735508,Fetal femur,1
00049-2741735509,Fetal femur,1
00050-2741735510,Fetal femur,1
00051-2741735511,Fetal femur,1
00052-2741735512,Fetal femur,1
00053-2741735513,Fetal femur,1
00054-2741735514,Fetal femur,1
00055-2741735515,Fetal femur,1
00056-2741735516,Fetal femur,1
00057-2741735517,Fetal femur,1
00058-2741735518,Fetal femur,1
00059-2741735519,Fetal femur,1
00060-2741735520,Fetal femur,1
00061-2741735521,Fetal femur,1
00062-2741735522,Fetal femur,1
00063-2741735523,Fetal femur,1
00064-2741735524,Fetal femur,1
00065-2741735525,Fetal femur,1
00066-2741735526,Fetal femur,1
00067-2741735527,Fetal femur,1
00068-2741735528,Fetal femur,1
00069-2741735529,Fetal femur,1
00070-2741735530,Fetal femur,1
00071-2741735531,Fetal femur,1
00072-2741735532,Fetal femur,1
00073-2741735533,Fetal femur,1
00074-2741735534,Fetal femur,1
00075-2741735535,Fetal femur,1
00076-2741735536,Fetal femur,1
00077-2741735537,Fetal femur,1
00078-2741735538,Fetal femur,1
00079-2741735539,Fetal femur,1
00080-2741735540,Fetal femur,1
00081-2741735541,Fetal femur,1
00082-2741735542,Fetal femur,1
00083-2741735543,Fetal femur,1
00084-2741735544,Fetal femur,1
00085-2741735545,Fetal femur,1
00086-2741735546,Fetal femur,1
00087-2741735547,Fetal femur,1
00088-2741735548,Fetal femur,1
00089-2741735549,Fetal femur,1
00090-2741735550,Fetal femur,1
00091-2741735551,Fetal femur,1
00092-2741735552,Fetal femur,1
00093-2741735553,Fetal femur,1
00094-2741735554,Fetal femur,1
00095-2741735555,Fetal femur,1
00096-2741735556,Fetal femur,1
00097-2741735557,Fetal femur,1
00098-2741735558,Fetal femur,1
00099-2741735559,Fetal femur,1
00100-2741735560,Fetal femur,1
00101-2741735561,Fetal femur,1
00102-2741735562,Fetal femur,1
00103-2741735563,Fetal femur,1
00104-2741735564,Fetal femur,1
00105-2741735565,Fetal femur,1
00106-2741735566,Fetal femur,1
00107-2741735567,Fetal femur,1
00108-2741735568,Fetal femur,1
00109-2741735569,Fetal femur,1
00110-2741735570,Fetal femur,1
00111-2741735571,Fetal femur,1
00112-2741735572,Fetal femur,1
00113-2741735573,Fetal femur,1
00114-2741735574,Fetal femur,1
00115-2741735575,Fetal femur,1
00116-2741735576,Fetal femur,1
00117-2741735577,Fetal femur,1
00118-2741735578,Fetal femur,1
00119-2741735579,Fetal femur,1
00120-2741735580,Fetal femur,1
00121-2741735581,Fetal femur,1
00122-2741735582,Fetal femur,1
00123-2741735583,Fetal femur,1
00124-2741735584,Fetal femur,1
00125-2741735585,Fetal femur,1
00126-2741735586,Fetal femur,1
00127-2741735587,Fetal femur,1
00128-2741735588,Fetal femur,1
00129-2741735589,Fetal femur,1
00130-2741735590,Fetal femur,1
00131-2741735591,Fetal femur,1
00132-2741735592,Fetal femur,1
00133-2741735593,Fetal femur,1
00134-2741735594,Fetal femur,1
00135-2741735595,Fetal femur,1
00136-2741735596,Fetal femur,1
00137-2741735597,Fetal femur,1
00138-2741735598,Fetal femur,1
00139-2741735599,Fetal femur,1
00140-2741735600,Fetal femur,1
00141-2741735601,Fetal femur,1
00142-2741735602,Fetal femur,1
00143-2741735603,Fetal femur,1
00144-2741735604,Fetal femur,1
00145-2741735605,Fetal femur,1
00146-2741735606,Fetal femur,1
00147-2741735607,Fetal femur,1
00148-2741735608,Fetal femur,1
00149-2741735609,Fetal femur,1
00150-2741735610,Fetal femur,1
00151-2741735611,Fetal femur,1
00152-2741735612,Fetal femur,1
00153-2741735613,Fetal femur,1
00154-2741735614,Fetal femur,1
00155-2741735615,Fetal femur,1
00156-2741735616,Fetal femur,1
00157-2741735617,Fetal femur,1
00158-2741735618,Fetal femur,1
00159-2741735619,Fetal femur,1
00160-2741735620,Fetal femur,1
00161-2741735621,Fetal femur,1
00162-2741735622,Fetal femur,1
00163-2741735623,Fetal femur,1
00164-2741735624,Fetal femur,1
00165-2741735625,Fetal femur,1
00166-2741735626,Fetal femur,1
00167-2741735627,Fetal femur,1
00168-2741735628,Fetal femur,1
00169-2741735629,Fetal femur,1
00170-2741735630,Fetal femur,1
00171-2741735631,Fetal femur,1
